"authorFollowersCount","authorFullName","authorProfileId","authorProfileUrl","authorType","commentsCount","image","isRepost","likesCount","postedAtISO","postedAtTimestamp","text","timeSincePosted","title","url","urn"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","177","https://media.licdn.com/dms/image/D4D22AQGruIYMsyXBQw/feedshare-shrink_2048_1536/0/1685119927075?e=1712188800&v=beta&t=jXnxIi8_jHXCzJ7fDR-qDcSPKusv1cGoek8z1PQg_tU","false","1098","2023-05-26T16:52:08.010Z","1685119928010","#suryodaybank #recruitment #jobopening #jobsearch #nowhiring #mortgages #securedloans #homeloans #wearehiring #bankofsmiles

Pradeep Nair Gaurav Pawra ","10mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7067905254532521984?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7067905254532521984%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7067905254532521984"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","35","https://media.licdn.com/dms/image/D4D22AQFWcewzM6O40Q/feedshare-shrink_2048_1536/0/1695645837800?e=1712188800&v=beta&t=0yYKUTh3bw95ZzeU94QkOSospLNK4CdAzbzPcj7Kz68","false","246","2023-09-25T12:43:59.431Z","1695645839431","Jana Small Finance Bank expanded its footprint with a brand-new branch in Deoband, Uttar Pradesh. With this, the bank has taken an important step towards delivering quality banking services to the residents of Deoband.
 
The new branch was inaugurated by Shri. Kunwar Brijesh Singh, Minister of state, Public works department – Government of UP, along with other dignitaries and senior officials from Jana SFB.

This new branch will not only provide the customers with a wide array of banking products, but also best in class service.

#JanaBankDeoband #BranchOpening  #CommunityMatters #FinancialWellbeing #Deoband #UP","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7112054126909243393?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7112054126909243393%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7112054126909243393"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","3","https://media.licdn.com/dms/image/sync/D4D27AQGAMXsYUFe56w/articleshare-shrink_800/0/1708984179856?e=1710093600&v=beta&t=kLWV9HDXonnEeqj7LmJZVZXZaqMftS1UDlxOWIwM2Pw","false","248","2023-07-31T10:30:19.092Z","1690799419092","Rishi Gupta, Fino Payments Bank MD and CEO, shares thoughts on Fino Payments Bank's plan to transform into a major small finance bank. To read more, visit the link.
https://lnkd.in/d8UqAvgu 

#FinoPaymentsBank #FikarNot #FinoBanker #DigitalBanking #SecureBanking #FinoPay #FinoMerchant #HarDinFino","7mo","Fino as SFB will be very different from others, says CEO","https://www.linkedin.com/feed/update/urn:li:activity:7091726766695706624?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7091726766695706624%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7091726766695706624"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","54","https://media.licdn.com/dms/image/sync/D4D27AQHmkaVO6BaBiw/articleshare-shrink_800/0/1709221635024?e=1710093600&v=beta&t=vVHufTP86QFAHy8Axag2kB38DQGzYcsOAvuixyZlnkM","false","891","2023-08-03T12:57:34.006Z","1691067454006","Witness the incredible journey of AU Small Finance Bank to becoming a digital-first bank, supported by Accenture In India’s tech prowess, in this episode of the BT- Accenture in India Leadership Dialogues ‘The Spirit of Badlaav: AU Small Finance Bank Challenges Status Quo’. Ms. Sonali Kulkarni, Managing Director and Lead - Financial Services, Accenture in India, and Mr. Sanjay Agarwal, MD and CEO, AU Small Finance Bank, deep dive into the strategic partnership and the results in conversation with Business Today   

A cricketer at heart, Mr. Sanjay Agarwal talks about his journey of creating a household name, braving the pandemic and persisting on the pitch of India’s economy while Ms. Kulkarni offers an insight into Accenture’s process of turning Mr. Agarwal’s vision into reality and what the future of technology in banking looks like. 

Watch Now: https://bit.ly/3YikRBw","7mo","The Spirit of Badlaav: AU Small Finance Bank Challenges Status Quo","https://www.linkedin.com/feed/update/urn:li:activity:7092850986607648769?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7092850986607648769%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7092850986607648769"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","1","https://media.licdn.com/dms/image/sync/D4D27AQHhuqvNwbdU1Q/articleshare-shrink_800/0/1709121596508?e=1710093600&v=beta&t=wC2bd-4eoxVBN1E_aL5usModRwxcB6Rtw7HjGesVMn8","false","17","2023-09-11T08:07:37.374Z","1694419657374","Providing the best financial services in the most convenient manner possible has always been a top priority for India Post Payments Bank.

Mr Uttam Das, from Berhampore, West Bengal, is here to back us up on this as he has witnessed how easy and quick it is to either open an account with us or to do Cash Deposit and withdrawal using IPPB at his doorstep.

India Post Department of Posts, India Indian Banks`​ Association Venkatram Jayanthy Gursharan Rai Bansal Easwaran V Vishwanath Divya

#Aapkabankaapkedwaar #Bankingatlastmile

https://lnkd.in/d-9bVcv7","6mo","IPPB FIELD STORY MR UTTAM DAS, BERHAMPORE, WEST WENGAL","https://www.linkedin.com/feed/update/urn:li:activity:7106911146602864641?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7106911146602864641%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7106911146602864641"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","19","https://media.licdn.com/dms/image/D4D22AQG75n9d88N2NQ/feedshare-shrink_2048_1536/0/1699160062472?e=1712188800&v=beta&t=IfE00RaU9X_hz0kcETZk-yCKoc4vHYZZC0tNjZDe97Y","false","387","2023-11-05T04:54:23.797Z","1699160063797","Transforming Aspirations into Banking Careers: Jana SFB & Manipal Academy Join Forces to launch the “Aspiring Bankers Program”
 
In a collaborative effort to transform the lives of young individuals & aspiring bankers, Jana SFB has joined hands with Manipal Academy of Banking to introduce the ""Aspiring Bankers Program."" Our collaborative efforts aim to equip these aspirants with the knowledge and skills they need to excel in the ever-evolving world of finance, promising exceptional career opportunities that await them.
 
Together, we're setting the stage for a new era in banking, one that empowers young graduates to become the driving force behind the future of banking & finance.

Manipal Global Education Services Robin Bhowmik

#JanaSFB #BankingCareer #Finance #Investment #JanaSmallFinanceBank","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7126793852224454656?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7126793852224454656%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7126793852224454656"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","1","https://media.licdn.com/dms/image/D4D05AQFTPDIHtp0Xkg/feedshare-thumbnail_720_1280/0/1683957702855?e=1710093600&v=beta&t=-DB0ySev_Xhm0A04mstr_Fd1ncXaB72kHDStlQWsk5g","false","104","2023-05-13T06:01:52.942Z","1683957712942","It's always wise to first save or invest before you spend. With Suryoday's Fixed Deposits, you can earn an attractive interest rate of upto 9.1%* p.a. (upto 9.6%* p.a. for senior citizens). 

Limited Period Offer. Book your Fixed Deposit now! suryodaybank.com/apply 

*T&C Apply","10mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7063030571223965696?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7063030571223965696%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7063030571223965696"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","12","https://media.licdn.com/dms/image/C4D05AQFOXzeNcZfBlA/feedshare-thumbnail_720_1280/0/1679722179315?e=1710093600&v=beta&t=cmgBNG6AxM05e2Hr6Abvx23stpSYYwlmC8bGcaLX1KQ","false","209","2023-03-25T05:42:09.368Z","1679722929368","Kuch toh aa raha hai. Hamare CEO Sir just greeted employees with 'Khamma Ghanni'. Kyu? 
Stay tuned, Thoda sa intezaar aur…jaldi vapas aaenge.......   

Download the FinoPay app to get updates. Click on the link below.                                                                                                                                                          https://lnkd.in/g8h-4m2p  

                                                                                                                                                                                                                                                                                                                     #HarDinFino #WinningPerformance #ExcitementOverload #StayTuned  #KhushiyonKaKhazana #FinoPaymentsBank #SavingsAccount #FinoPay  #cricketvideos #cricketislife","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7045268601540423680?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7045268601540423680%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7045268601540423680"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","10",,"false","171","2023-09-01T12:54:40.522Z","1693572880522","Backing the backbone of the country with credit solutions to procure, produce and prosper their farming endeavours. 

#BadlaavHumseHai #AUSmallFinanceBank #Agriculture #Farmers","6mo","Agri Business with ITC","https://www.linkedin.com/feed/update/urn:li:activity:7103359507065372672?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7103359507065372672%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7103359507065372672"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","6","https://media.licdn.com/dms/image/D5605AQEVINjB5V6fOg/videocover-high/0/1678242009595?e=1710093600&v=beta&t=o6UcacuQuDYPb3U0qBud9Rxqkvs8FLwEGOuEvjimSOY","false","183","2023-03-08T02:20:12.961Z","1678242012961","Jana Small Finance Bank wishes all the women who have stepped up to empower themselves and others around them a very Happy Women's Day!

#janabank #womansday #IWD2023 #empoweringwomen ","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7039057187930873856?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7039057187930873856%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7039057187930873856"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","1","https://media.licdn.com/dms/image/D4D22AQEj_O3MD4K2Rg/feedshare-shrink_2048_1536/0/1680834683038?e=1712188800&v=beta&t=ett1MMVOBvlT3tQLiSN9lcnThuJbAUCK5MVvLKcotCE","false","29","2023-04-07T02:31:23.444Z","1680834683444","A day of piety. A day of remembrance. Let's commemorate the day to revere the sacrifice of Lord Jesus and His love for mankind.

#Aapkabankaapkedwaar #Bankingatlastmile #GoodFriday2023 ","11mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7049931636108320768?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7049931636108320768%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7049931636108320768"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","2","https://media.licdn.com/dms/image/D4D22AQHl-lAqOyxOCQ/feedshare-shrink_2048_1536/0/1696075338448?e=1712188800&v=beta&t=PluC1X8iCK7dNaF42sgiJyBI_k7n77fM9f_YWJnTsKg","false","114","2023-09-30T12:02:19.698Z","1696075339698","Coming together is the beginning, Keeping together is progress, Working together is success. -Henry Ford

 Townhall meet ""WeConnect & ReConnect"" was organized by Suryoday Bank on 8th September’23 at Chhatrapati Sambhaji Nagar, Maharashtra having 230+ employees. 

""WeConnect & ReConnect"" - A Suryoday Bank’s initiative to build team bonding through an interactive session with leadership teams. During the meet, the Bank’s remarkable growth journey was presented, employees were appreciated for their contribution to the growth journey and delivering remarkable performance in their respective fields. 

#townhall #chhatrapatisambhajinagar #bankofsmiles #suryodaybank #teambuilding","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7113855581597106176?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7113855581597106176%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7113855581597106176"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","5","https://media.licdn.com/dms/image/D4D22AQFHl_eQ98RczA/feedshare-shrink_2048_1536/0/1701885144055?e=1712188800&v=beta&t=qL2yFONsYnI2Lw6KsbAZ5kI_xn4vaXG5NH23Qq2b5ck","false","141","2023-12-07T04:30:02.075Z","1701923402075","We are happy to share the glimpses of yet another successful CSR initiative at Moyna Adarsha Sikshyatan School Arankiyarana,in Kumirda village, West Bengal. This endeavour involved the installation of a critically needed RO Drinking Water Purifier, officially inaugurated by the esteemed Mr. Biman Panda, Village Panchayat Pradhan. 
 
Situated in an economically disadvantaged area, this school had been grappling with inadequate water facilities, adversely affecting over 2000 students hailing from low-income families. The implementation of this CSR initiative ensures access to clean drinking water, garnering heartfelt blessings from students, their families and teachers alike.

#JanaCares #Impact #CleanWaterForAll #DrinkingWater #SocialResponsibility #PositiveChange","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7138384133017300992?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7138384133017300992%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7138384133017300992"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","22",,"false","174","2023-08-27T05:48:02.733Z","1693115282733","Introducing e-Bank Guarantee, a hassle-free BG issuance from AU Small Finance Bank. This innovative banking solution eliminates processing delays and manual paperwork to maximise efficiency. 
#eBG #BankGuarantee #PaperlessBanking #DigitalBanking
","6mo","eBG","https://www.linkedin.com/feed/update/urn:li:activity:7101440202828619776?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7101440202828619776%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7101440202828619776"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","2","https://media.licdn.com/dms/image/sync/D5627AQHh0IseXwSpHg/articleshare-shrink_800/0/1709047074825?e=1710093600&v=beta&t=YHM8pJgEw32ua5pkO-SoJqOuMDctQAXYV4G3PRa6C48","false","25","2024-01-05T06:42:02.870Z","1704436922870","India Post Payments Bank brings you the facility of self-Aadhaar seeding that will ensure govt. subsidies getting deposited directly in your IPPB SB Account. To know more, watch video https://lnkd.in/g5cY98bi

To experience the future of banking, download IPPB Mobile Banking App today!

👉For Android Users - https://lnkd.in/dSaM9dy3

👉For iPhone Users- https://lnkd.in/gPtGxbk

#Aapkabankaapkedwaar
#Bankingatlastmile
#BankingAtYourFingertips
#IPPBMobileBanking
India Post Easwaran V Gursharan Rai Bansal  Sashikant Panda Vishwanath Divya  ","2mo","Watch Video- Aadhaar Seeding in IPPB Savings A/c through IPPB Mobile Banking App","https://www.linkedin.com/feed/update/urn:li:activity:7148926603341750272?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7148926603341750272%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7148926603341750272"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","0",,"false","80","2024-02-03T12:16:53.691Z","1706962613691","Join us in supporting 'Run For Flamingo'. Let us do our bit by getting together for a day - filled with fun, inspired by fitness, and dedicated to things we mutually care for.
 Register now and run for the cause: https://bit.ly/rff-2024 

#run4flamingos #marathon #running #wanderingsoulsindia #savenavimumbaienvironment #nerul #navimumbai #suryodaybank #bankofsmiles

Sandeep Arora Bhagwan Patil Bhupendra Mani ","1mo","Run For Flamingos ","https://www.linkedin.com/feed/update/urn:li:activity:7159520118455033858?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7159520118455033858%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7159520118455033858"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","4","https://media.licdn.com/dms/image/D5622AQFf7Gky8WAT3g/feedshare-shrink_2048_1536/0/1701683615453?e=1712188800&v=beta&t=ZxDoIKTC4wIGzERE29wW-OACEwWVP6QNRGPr76Wgoy0","false","153","2023-12-04T09:53:36.221Z","1701683616221","Bringing Clean Drinking Water to Solapur's Young Minds
 
Jana SFB is truly grateful for the opportunity to serve the community through its recent CSR initiative at the Progressive Educational Society's High School in #Solapur, #Maharashtra. By installing a state-of-the-art RO Drinking Water Purification machinery, we have taken a small step to facilitate over 3000 underprivileged students with access to clean & safe drinking water.
 
This effort, not only addresses the basic necessity of clean drinking water but also contributes significantly to the overall well-being and development of the community. We are not just providing water; we are nurturing a foundation for a healthier, happier, and more empowered Solapur.
 
#JanaCares #Impact #CleanWaterForAll #DrinkingWater #SocialResponsibility #PositiveChange","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7137378398250668032?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7137378398250668032%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7137378398250668032"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","1",,"false","46","2024-02-13T02:30:03.600Z","1707791403600","Marking a day celebrating a milestone in the history of communication. Happy World Radio Day!

#FinoPaymentsBank #FikarNot #FinoBanker #DigitalBanking #SecureBanking #HarDinFino #FinoPay #WorldRadioDay #Entertainment #Informative 
","2w","World Radio Day ","https://www.linkedin.com/feed/update/urn:li:activity:7162996315285667840?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7162996315285667840%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7162996315285667840"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","8","https://media.licdn.com/dms/image/D4D05AQGlXN8-NKAaEQ/videocover-high/0/1678592200928?e=1710093600&v=beta&t=rFGZCPQo951X-kKi-W6RMHMrnpVt9dk2-O3J16sNMvM","false","117","2023-03-12T03:36:46.127Z","1678592206127","Go green today to make sure you have a brighter tomorrow! Have you started video banking on AU 0101? Let us know in the comments below.

#ActSustainablyBankResponsibly #SustainableBanking #Sustainability #VideoBanking #NatureFriendly","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7040526004527771648?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7040526004527771648%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7040526004527771648"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","8","https://media.licdn.com/dms/image/sync/D4D27AQHQIGCdx8-wmw/articleshare-shrink_800/0/1708515999947?e=1710093600&v=beta&t=qFmTOe9_rzNoYd15ddXspB5Fw0ARMtnGP1UG42AfaKM","false","134","2023-06-14T05:30:06.452Z","1686720606452","Unlock the power of savings! Fino Payments Bank and Hubble present India's first spending account, helping you save while you shop. To know more check out the article:-  https://lnkd.in/diYP98dh 


#FinoPaymentsBank #FikarNot #FinoBanker #DigitalBanking #SecureBanking #HarDinFino #Hubble #Partnership #News #TimesOfIndia ","9mo","Fino Payments Bank partners Hubble for `Spending Account’ - Times of India","https://www.linkedin.com/feed/update/urn:li:activity:7074618986524491776?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7074618986524491776%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7074618986524491776"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","6","https://media.licdn.com/dms/image/D4D22AQGdC5FsYsR32w/feedshare-shrink_2048_1536/0/1705752257528?e=1712188800&v=beta&t=VPBMv64aSL3mLS9z0dg5E2kKAvS-dsnWTIi5XjiwMn0","false","85","2024-01-20T12:04:18.234Z","1705752258234","Ready to supercharge your financial future in your 30s? Explore the power of Fixed Deposits. 
Curious to learn more? Dive into our latest blog for the insights on planning your financial goals with Fixed Deposits and be sure not to miss the 2nd tip in our latest blog! 
Read the blog at https://bit.ly/47HcUJ8 

#financialfreedom #retirementplanning #fixeddepositmagic #taxsavings #smartinvesting #secureyourfuture #suryodaybank #bankofsmiles","1mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7154443519720337408?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7154443519720337408%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7154443519720337408"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","1","https://media.licdn.com/dms/image/sync/D4D27AQF9lR73XnPgwg/articleshare-shrink_800/0/1709012859178?e=1710093600&v=beta&t=EnglvKbLjzBOmvdghNIU-ZBIDetPzlZgmBSEiplLBRM","false","27","2023-08-28T11:07:44.844Z","1693220864844","The story of Mrs Pragya Sahu, tells us how India Post Payments Bank has been successful at constantly delivering the convenience of banking straight to your doorsteps. These positive and kind words motivate us to do even better.

India Post Department of Posts, India Indian Banks`​ Association Venkatram Jayanthy Gursharan Rai Bansal Easwaran V Vishwanath Divya

#Aapkabankaapkedwaar #Bankingatlastmile

https://lnkd.in/dEeUbuih","6mo","IPPB FIELD STORY MRS PRAGYA SAHU, DANTEWADA","https://www.linkedin.com/feed/update/urn:li:activity:7101883046299119616?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7101883046299119616%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7101883046299119616"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","4","https://media.licdn.com/dms/image/D4D05AQG0hwFB-R9sPA/feedshare-thumbnail_720_1280/0/1687866485556?e=1710093600&v=beta&t=m8bbTbobEpqBGtLkvvq22RGIj8PwMCqOxNtZyyzxlGY","false","131","2023-06-28T02:30:01.209Z","1687919401209","Insurance is the cover that protects you from unforeseen circumstances. Stay Insured, stay protected.

#JanaSmallFinanceBank #JanaSFB #Banking #Insurance #NationalInsuranceAwarenessDay","8mo","National Insurance Awareness Day","https://www.linkedin.com/feed/update/urn:li:activity:7079647096168980480?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7079647096168980480%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7079647096168980480"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","6",,"false","259","2024-02-03T05:26:47.197Z","1706938007197","Strengthening bonds of community and safety, AU Small Finance Bank has contributed barricades and other essentials to the dedicated team at Worli Police Station, Mumbai. Mr. Shoorveer Shekhawat, Head of Swadesh Banking, Government Business and Wholesale Deposits, emphasized, “Safety is a collective responsibility, and AU Small Finance Bank is honored to stand alongside the Mumbai Police in ensuring the well-being of our community.”
Together, we forge a safer, stronger society. 

#SafetyPartnership #CommunitySupport #WorliPolice #TogetherForSafety","1mo","Mumbai Police","https://www.linkedin.com/feed/update/urn:li:activity:7159416911338844160?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7159416911338844160%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7159416911338844160"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","4","https://media.licdn.com/dms/image/D5605AQHkvGOR3oz0aw/videocover-high/0/1677740607235?e=1710093600&v=beta&t=Qc30pUvwerkaq67wc64rasZMcOzORfumsl6Hu543rq0","false","143","2023-03-02T07:03:40.393Z","1677740620393","How can we inculcate entrepreneurship in our education curriculum? The answer to this question lies in the Funngro’s pitch by Payal Jain, CEO & founder, Funngro and Anik Jain, co-founder, Funngro at Shark Tank India. It’s an excellent business model through which teenagers can earn while learning how to solve real-world challenges at an early age. Watch this video by Ashish Ahuja, COO, Fino Payments Bank congratulating them and wishing them all the best for their successful journey ahead.
#FikarNot #startupideas 
","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7036954195077332993?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7036954195077332993%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7036954195077332993"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","57","https://media.licdn.com/dms/image/D4D22AQFwzIth_HOuqQ/feedshare-shrink_2048_1536/0/1695389349326?e=1712188800&v=beta&t=qg6067ppLcg_IhkSfxNCzjIg8-_VOz7-VFoqzZf7d2c","false","456","2023-09-22T13:29:11.315Z","1695389351315","We’re #hiring Business Development Managers, Sales Managers, CV Credit Officers/ Managers for Commercial Vehicle business. 
If Interested, kindly share your updated resume at careers.cvfinance@suryodaybank.com

 #wearehiring #applynow #suryodaybank #recruitment #jobopening #nowhiring #businessdevelopmentmanager #wearehiring #bankofsmiles #creditofficer #BDM","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7110978337778339840?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7110978337778339840%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7110978337778339840"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","3","https://media.licdn.com/dms/image/D4D22AQGgw9U-rZdBfQ/feedshare-shrink_2048_1536/0/1697012362818?e=1712188800&v=beta&t=tqjkeJjkAPOrlSdbz8odZ6lxc8UxjxEeF4BH4eg1bX0","false","109","2023-10-11T08:19:24.454Z","1697012364454","We are happy to share our recent CSR Initiative at Cuddalore Fishing Harbour, Tamil Nadu.

With an aim to uplift local communities and to make a positive impact in their lives, Jana SFB recently renovated & installed sheds at the Cuddalore Fishing harbour. This initiative would help & support 3000 fishermen in the area and enable them to continue with their livelihood in a secure and comfortable manner.

This initiative is a testament to our commitment to sustainability and the betterment of the communities we are a part of.

#JanaSFB #CSRInitiative #CuddaloreHarbour #CommunityEmpowerment","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7117785748279324672?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7117785748279324672%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7117785748279324672"
